Product_Package,SKU,Images,Name,Original_Price,Discount_Price,Category,Gender,Shirt,Shirt_Color,Shirt_Fabric,Trouser,Trouser_Color,Trouser_Fabric,Dupatta,Dupatta_Color,Dupatta_Fabric,Linning,Linning_Color,Lining_Fabric,Item_Type,Item_Color,Item_Fabric,Item_Material,Item_Size,Bag_Capacity,Perfume_Notes,Watch_Movement,Description
1 Piece,KSY-M3485,https://res.cloudinary.com/dzo11laml/image/upload/v1751975864/Maroon_cotton_kurta_796_xzpq8s.png,Maroon Cotton Kurta,2106,1700.0,Unstitched,Female,Yes,Maroon,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"Lightweight and breathable Maroon Cotton Tunic fabric, ideal for summer."
1 Piece,KSY-M1011,https://res.cloudinary.com/dzo11laml/image/upload/v1751975906/Printed_Lawn_Shirt_797_tfelkd.png,Green Lawn Shirt,15754,,Shirts,Female,Yes,Green,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,"A vibrant Green Lawn Shirt with intricate embroidery, perfect for festive occasions."
Pair,KSY-U1970,https://res.cloudinary.com/dzo11laml/image/upload/v1751975851/Grey_Dress_Shoes_798_r3oimb.png,Male Grey Dress Shoe,10384,,Sneakers,Male,,,,,,,,,,,,,Dress Shoe,Grey,Leather,Leather,5,,,,"Elegant Dress Shoe, perfect for special occasions."
2 Piece,KSY-U6608,https://res.cloudinary.com/dzo11laml/image/upload/v1751975899/Pink_Organza_2_piece_799_k0ua6x.png,Pink Organza Shirt,13609,,Unstitched,Female,Yes,Pink,Organza,Yes,White,Lawn,,,,Yes,Pink,Silk,"Shirt, Trouser",,,"Lawn, Organza",,,,,Luxurious Pink Organza Shirt material for a sophisticated look.
,KSY-M3034,https://res.cloudinary.com/dzo11laml/image/upload/v1751975841/Gold_Necklace_hra3qq.png,Gold Necklace,2421,,Accessories,Unisex,,,,,,,,,,,,,Necklace,Gold,,Pearl,,,,,Statement Necklace to complete your outfit.
2 Piece,KSY-W4096,https://res.cloudinary.com/dzo11laml/image/upload/v1751975866/Maroon_Lawn_801_zztdns.png,Maroon Lawn Shirt,8543,,Ready To Wear,Female,Yes,Maroon,Lawn,Yes,Purple,Organza,,,,,,,"Shirt, Trouser",,,"Lawn, Organza",,,,,Elegant Maroon Lawn Shirt design for casual and formal wear.
1 Piece,KSY-U1234,https://res.cloudinary.com/dzo11laml/image/upload/v1751975981/Yellow_Lawn_Shirt_802_pfh7n7.png,Yellow Lawn Shirt,9270,7800.0,Unstitched,Female,Yes,Yellow,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,Luxurious Yellow Lawn Kurta material for a sophisticated look.
3 Piece,KSY-U3025,https://res.cloudinary.com/dzo11laml/image/upload/v1751975951/Turquoise_Silk_Blend_Floral_Shirt_fnf4qp.png,Turquoise Silk Blend Floral Kurta,7686,6100.0,3 Piece Suits,Female,Yes,Turquoise,Silk,Yes,Turquoise,Silk,Yes,Turquoise,Lawn,,,,"Dupatta, Shirt, Trouser",,,"Lawn, Silk",,,,,Timeless Turquoise Silk Shirt style with modern embellishments.
Single,KSY-M9434,https://res.cloudinary.com/dzo11laml/image/upload/v1751975810/Brown_Female_Wallet_n2tebx.png,Female Brown Wallet,11584,,Wallets,Female,,,,,,,,,,,,,Wallet,Brown,Jute,Faux Leather,,15 Liters,,,Versatile Wallet with multiple compartments.
2 Piece,KSY-M9614,https://res.cloudinary.com/dzo11laml/image/upload/v1751975879/Orange_Embroidered_2_piece_chiffon_d40lsf.png,Orange Chiffon Tunic,8919,,Unstitched,Female,Yes,Orange,Chiffon,Yes,Orange,Viscose,,,,,,,"Shirt, Trouser",,,"Chiffon, Viscose",,,,,"A vibrant Orange Chiffon Kurta with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W5279,https://res.cloudinary.com/dzo11laml/image/upload/v1751975851/Grey_Denim_Kurta_806_xhxxfw.png,Grey Denim Kurta,11677,10400.0,Men's Shirts,Male,Yes,Grey,Denim,,,,,,,,,,Shirt,,,Denim,,,,,Tailored Grey Denim Kurta with a modern fit.
,KSY-W3599,https://res.cloudinary.com/dzo11laml/image/upload/v1751975690/Black_Watch_807_i66jbz.png,Male Black Smartwatch,16773,,Watches,Male,,,,,,,,,,,,,Smartwatch,Black,Leather,Leather,One Size,,,Automatic,A classic Smartwatch with a timeless design.
1 Piece,KSY-W9980,https://res.cloudinary.com/dzo11laml/image/upload/v1751975850/Green_Wool_Blend_Shirt_808_kqltzu.png,Green Wool Blend Shirt,7246,,Men's Shirts,Male,Yes,Green,Wool Blend,,,,,,,,,,Shirt,,,Wool Blend,,,,,"Comfortable Green Wool Blend Shirt, ideal for everyday wear."
,KSY-U9564,https://res.cloudinary.com/dzo11laml/image/upload/v1751975869/Multi_Color_Earings_809_xxcvkz.png,Multi-Color Earrings,6839,,Accessories,Female,,,,,,,,,,,,,Earrings,Multi-Color,,Pearl,,,,,"Minimalist Earrings, perfect for everyday wear."
Single,KSY-U7963,https://res.cloudinary.com/dzo11laml/image/upload/v1751975826/Female_Black_BackPack_810_vmjt4x.png,Female Black Backpack,3770,3100.0,Handbags,Female,,,,,,,,,,,,,Backpack,Black,Jute,Zipper,,Large,,,"A spacious Backpack, ideal for daily essentials."
,KSY-W2277,https://res.cloudinary.com/dzo11laml/image/upload/v1751975869/Multi_Color_Abstract_Earings_zfss9j.png,Multi-Color Abstract Earrings,12592,,Accessories,Female,,,,,,,,,,,,,Earrings,Multi-Color,,Sterling Silver,,,,,Sparkling Earrings for a glamorous look.
1 Piece,KSY-W3666,https://res.cloudinary.com/dzo11laml/image/upload/v1751975943/Turquoise_cotton_kurta_812_lara3k.png,Turquoise Cotton Kurta,15130,,2 Piece Suits,Female,Yes,Turquoise,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"A vibrant Turquoise Cotton Tunic with intricate embroidery, perfect for festive occasions."
Pair,KSY-U71567,https://res.cloudinary.com/dzo11laml/image/upload/v1751975859/Male_Grey_Flats_pngjle.png,Grey Flats,15525,,Boots,Male,,,,,,,,,,,,,Flats,Grey,Rubber,Canvas,9,,,,Comfortable and stylish Flats for all-day wear.
Pair,KSY-U7149,https://res.cloudinary.com/dzo11laml/image/upload/v1751975834/Female_Grey_Flat_Boots_jqsd7b.png,Grey Flats,15525,,Boots,Female,,,,,,,,,,,,,Flats,Grey,Rubber,Canvas,9,,,,Comfortable and stylish Flats for all-day wear.
Single,KSY-W1787,https://res.cloudinary.com/dzo11laml/image/upload/v1751975831/Female_Cream_Multi_Color_Clutch_ymv7un.png,Female Cream-Multi Colour Wallet,18004,,Handbags,Female,,,,,,,,,,,,,Wallet,Cream-Multi Colour,Jute,Zipper,,Large,,,"Durable Wallet material, perfect for everyday use."
1 Piece,KSY-M3984,https://res.cloudinary.com/dzo11laml/image/upload/v1751975627/Black_Chiffon_Shirt_816_lvdqpw.png,Black Chiffon Shirt,16979,,Shirts,Female,Yes,Black,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Luxurious Black Chiffon Kurta material for a sophisticated look.
1 Piece,KSY-W4310,https://res.cloudinary.com/dzo11laml/image/upload/v1751975971/White_wool_blend_Shirt_817_jczdrc.png,White Wool Blend Shirt,11130,8500.0,Men's Dress Shirt,Male,Yes,White,Wool Blend,Yes,Navy,Wash & Wear,,,,,,,"Shirt, Trouser",,,"Wash & Wear, Wool Blend",,,,,Tailored White Wool Blend Shirt with a modern fit.
1 Piece,KSY-W6992,https://res.cloudinary.com/dzo11laml/image/upload/v1751975851/Grey_Linen_Kurta_818_k9gmet.png,Grey Linen Kurta,14037,,Men's Shirts,Male,Yes,Grey,Linen,,,,,,,,,,Shirt,,,Linen,,,,,Tailored Grey Linen Kurta with a modern fit.
Single,KSY-W8222,https://res.cloudinary.com/dzo11laml/image/upload/v1751975831/Female_Cream_Tote_bag_819_l0zn1z.png,Female Cream Tote Bag,19943,,Handbags,Female,,,,,,,,,,,,,Tote Bag,Cream,Jute,Faux Leather,,Large,,,An elegant Tote Bag for evening events.
2 Piece,KSY-M4553,https://res.cloudinary.com/dzo11laml/image/upload/v1751975813/Brown_Wash_Wear_Trousers_820_vltaiu.png,Brown Wash & Wear Trousers,16133,,Men's Trousers,Male,,,,Yes,Brown,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,Tailored Brown Wash & Wear Trousers with a modern fit.
1 Piece,KSY-U3957,https://res.cloudinary.com/dzo11laml/image/upload/v1751975874/Navy_Blue_Wool_Blend_Shirt_821_jgvaup.png,Navy Blue Wool Blend Shirt,16994,13300.0,Men's Shirts,Male,Yes,Navy Blue,Wool Blend,,,,,,,,,,Shirt,,,Wool Blend,,,,,A classic Navy Wool Blend Shirt for a sharp professional look.
2 Piece,KSY-U5108,https://res.cloudinary.com/dzo11laml/image/upload/v1751975608/2_piece_purple_viscose_822_pabtbi.png,Purple Viscose Shirt,5041,,2 Piece Suits,Female,Yes,Purple,Viscose,Yes,Purple,Viscose,,,,,,,"Shirt, Trouser",,,Viscose,,,,,Elegant Purple Viscose Shirt design for casual and formal wear.
1 Piece,KSY-W3477,https://res.cloudinary.com/dzo11laml/image/upload/v1751975918/Red_chiffon_shirt_823_keduag.png,Red Chiffon Shirt,9738,,Shirts,Female,Yes,Red,Chiffon,,,,,,,Yes,Red,Cotton,Shirt,,,Chiffon,,,,,Timeless Red Chiffon Tunic style with modern embellishments.
Pair,KSY-W1081,https://res.cloudinary.com/dzo11laml/image/upload/v1751975855/Male_Black_Flats_824_ax8k67.png,Male Black Flats,5654,,Sneakers,Male,,,,,,,,,,,,,Flats,Black,Suede,Synthetic,10,,,,"Elegant Flats, perfect for special occasions."
1 Piece,KSY-W5262,https://res.cloudinary.com/dzo11laml/image/upload/v1751975724/Blue_Silk_Kurta_825_toy3lf.png,Blue Silk Kurta,3238,,Ready To Wear,Female,Yes,Blue,Silk,,,,,,,,,,Shirt,,,Silk,,,,,Timeless Blue Silk Kurta style with modern embellishments.
Pair,KSY-U7756,https://res.cloudinary.com/dzo11laml/image/upload/v1751975957/Unisex_Brown_Boots_826_idu8vs.png,Unisex Brown Boots,15568,12800.0,Boots,Unisex,,,,,,,,,,,,,Boots,Brown,Leather,Suede,9,,,,Comfortable and stylish Boots for all-day wear.
1 Piece,KSY-U9349,https://res.cloudinary.com/dzo11laml/image/upload/v1751975871/Navy_Blue_Denim_shirt_827_ainwdr.png,Navy Blue Denim Shirt,7589,5300.0,Men's Shirts,Male,Yes,Navy Blue,Denim,,,,,,,,,,Shirt,,,Denim,,,,,"Premium quality Navy Denim Shirt fabric, breathable and stylish."
2 Piece,KSY-M3367,https://res.cloudinary.com/dzo11laml/image/upload/v1751975609/2_piece_red_silk_828_npq3bc.png,Red Silk Tunic,8255,,2 Piece Suits,Female,Yes,Red,Silk,Yes,Red,Silk,,,,,,,"Shirt, Trouser",,,Silk,,,,,"A vibrant Red Silk Tunic with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W3348,https://res.cloudinary.com/dzo11laml/image/upload/v1751975894/Pink_Chiffon_Shirt_829_xjqcse.png,Pink Chiffon Shirt,11281,,3 Piece Suits,Female,Yes,Pink,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Luxurious Pink Chiffon Tunic material for a sophisticated look.
1 Piece,KSY-W9097,https://res.cloudinary.com/dzo11laml/image/upload/v1751975937/Tea_Pink_Silk_Shirt_830_lreygf.png,Pink Silk Shirt,9356,,3 Piece Suits,Female,Yes,Pink,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"Lightweight and breathable Pink Silk Tunic fabric, ideal for summer."
1 Piece,KSY-M2146,https://res.cloudinary.com/dzo11laml/image/upload/v1751975962/White_Cotton_Shirt_831_zrnrxv.png,White Cotton Shirt,5344,4000.0,Shirts,Female,Yes,White,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"A vibrant White Cotton Kurta with intricate embroidery, perfect for festive occasions."
Single,KSY-M6661,https://res.cloudinary.com/dzo11laml/image/upload/v1751975824/CreamBackPack_832_fgykzr.png,Cream Backpack,10628,8400.0,Bags,Unisex,,,,,,,,,,,,,Backpack,Cream,Jute,Metal,,15 Liters,,,An elegant Backpack for evening events.
Single,KSY-W7455,https://res.cloudinary.com/dzo11laml/image/upload/v1751975936/Tan_wallet_833_wv67by.png,Tan Wallet,11817,,Wallets,Unisex,,,,,,,,,,,,,Wallet,Tan,Canvas,Jute,,Large,,,"A spacious Wallet, ideal for daily essentials."
Single,KSY-W6250,https://res.cloudinary.com/dzo11laml/image/upload/v1751975622/834_r1j3v6.png,Female Brown Tote Bag,10080,,Wallets,Female,,,,,,,,,,,,,Tote Bag,Brown,Jute,Metal,,Large,,,Versatile Tote Bag with multiple compartments.
2 Piece,KSY-W9758,https://res.cloudinary.com/dzo11laml/image/upload/v1751975900/Pink_Organza_Shirt_835_tjihvl.png,Pink Organza Shirt,18563,13800.0,Ready To Wear,Female,Yes,Pink,Organza,Yes,Pink,Silk,,,,Yes,White,Silk,"Shirt, Trouser",,,"Organza, Silk",,,,,Elegant Pink Organza Kurta design for casual and formal wear.
1 Piece,KSY-U1143,https://res.cloudinary.com/dzo11laml/image/upload/v1751975623/836_xr3kpg.png,Black Wool Blend Pants,9998,,Men's Trousers,Male,,,,Yes,Black,Wool Blend,,,,,,,Trouser,,,Wool Blend,,,,,Versatile Black Wool Blend Pants for both casual and semi-formal events.
2 Piece,KSY-U2512,https://res.cloudinary.com/dzo11laml/image/upload/v1751975610/2_Piece_White_Lawn_837_y3i0gr.png,White Lawn Shirt,16208,,Ready To Wear,Female,Yes,White,Lawn,Yes,White,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,"A vibrant White Lawn Kurta with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-U8204,https://res.cloudinary.com/dzo11laml/image/upload/v1751975623/838_smw0z5.png,Turquoise Cotton Tunic,6007,,Ready To Wear,Female,Yes,Turquoise,Cotton,Yes,Turquoise,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,"Lightweight and breathable Turquoise Cotton Shirt fabric, ideal for summer."
2 Piece,KSY-W7698,https://res.cloudinary.com/dzo11laml/image/upload/v1751975623/839_iwduif.png,White Wash & Wear Shirt,16609,14200.0,Men's Shalwar Kameez,Male,Yes,White,Wash & Wear,Yes,Green,Wool Blend,,,,,,,"Shirt, Trouser",,,"Wash & Wear, Wool Blend",,,,,Versatile White Wash & Wear Shirt for both casual and semi-formal events.
2 Piece,KSY-W4014,https://res.cloudinary.com/dzo11laml/image/upload/v1751975934/Sky_Blue_Cotton_Trousers_840_ea8rre.png,Sky Blue Cotton Trousers,14177,,Men's Trousers,Male,,,,Yes,Sky Blue,Cotton,,,,,,,Trouser,,,Cotton,,,,,Versatile Sky Blue Cotton Trousers for both casual and semi-formal events.
1 Piece,KSY-M8995,https://res.cloudinary.com/dzo11laml/image/upload/v1751975623/841_buqlhz.png,Cream Viscose Shirt,9627,,Men's Shirts,Male,Yes,Cream,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,"A vibrant Cream Viscose Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W1146,https://res.cloudinary.com/dzo11laml/image/upload/v1751975624/842_lq3tcn.png,Purple Silk Shirt,3311,,Lawn Suits,Female,Yes,Purple,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"Lightweight and breathable Purple Silk Shirt fabric, ideal for summer."
Single,KSY-M6070,https://res.cloudinary.com/dzo11laml/image/upload/v1751975624/843_belnms.png,Female Red Backpack,5781,,Wallets,Female,,,,,,,,,,,,,Backpack,Red,Canvas,Jute,,Large,,,An elegant Backpack for evening events.
1 Piece,KSY-U7401,https://res.cloudinary.com/dzo11laml/image/upload/v1751975624/844_r6elxl.png,Burgundy Blended Shirt,9321,,Men's Shirts,Male,Yes,Burgundy,Blended,,,,,,,,,,Shirt,,,Blended,,,,,Tailored Burgundy Blended Shirt with a modern fit.
3 Piece,KSY-W4770,https://res.cloudinary.com/dzo11laml/image/upload/v1751975624/845_ueffij.png,Yellow Lawn Tunic,4626,,Lawn Suits,Female,Yes,Yellow,Lawn,Yes,Yellow,Lawn,Yes,Yellow,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless Yellow Viscose Tunic style with modern embellishments.
1 Piece,KSY-M9300,https://res.cloudinary.com/dzo11laml/image/upload/v1751975671/Black_Khaddar_846_rtot2u.png,Black Khaddar Tunic,12202,8900.0,Unstitched,Female,Yes,Black,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,"A vibrant Black Khaddar Shirt with intricate embroidery, perfect for festive occasions."
3 Piece,KSY-W2315,https://res.cloudinary.com/dzo11laml/image/upload/v1751975615/3_piece_yellow_silk_847_nzcvf3.png,Yellow Silk Tunic,9592,7300.0,Lawn Suits,Female,Yes,Yellow,Silk,Yes,Maroon,Chiffon,Yes,Orange,Khaddar,Yes,Off-White,Silk,"Dupatta, Shirt, Trouser",,,"Chiffon, Khaddar, Silk",,,,,Luxurious Yellow Silk Tunic material for a sophisticated look.
,KSY-M7203,https://res.cloudinary.com/dzo11laml/image/upload/v1751975810/Brown_Digital_Watch_848_fvk1nu.png,Male Brown Digital Watch,10973,,Watches,Male,,,,,,,,,,,,,Digital Watch,Brown,Leather,Silicone,One Size,,,Automatic,Modern Digital Watch with smart features.
3 Piece,KSY-W4445,https://res.cloudinary.com/dzo11laml/image/upload/v1751975624/849_qacjpy.png,Blue Organza Tunic,16970,,Ready To Wear,Female,Yes,Blue,Organza,Yes,Blue,Khaddar,Yes,Blue,Organza,,,,"Dupatta, Shirt, Trouser",,,"Khaddar, Organza",,,,,Elegant Blue Organza Tunic design for casual and formal wear.
2 Piece,KSY-W9153,https://res.cloudinary.com/dzo11laml/image/upload/v1751975607/2_piece_purple_cotton_850_pqrrzo.png,Purple Cotton Shirt,12488,,Unstitched,Female,Yes,Purple,Cotton,Yes,Blue,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,"Lightweight and breathable Purple Cotton Kurta fabric, ideal for summer."
1 Piece,KSY-U5269,https://res.cloudinary.com/dzo11laml/image/upload/v1751975816/Burgundy_Linen_Shirt_851_pzne9p.png,Burgundy Linen Shirt,11433,,Men's Shirts,Male,Yes,Burgundy,Linen,,,,,,,,,,Shirt,,,Linen,,,,,Tailored Burgundy Linen Shirt with a modern fit.
1 Piece,KSY-W9355,https://res.cloudinary.com/dzo11laml/image/upload/v1751975946/Turquoise_Lawn_2_piece_852_jxmpre.png,Turquoise Lawn Kurta,16808,,Ready To Wear,Female,Yes,Turquoise,Lawn,,,,,,,Yes,Turquoise,Silk,Shirt,,,Lawn,,,,,Elegant Turquoise Lawn Kurta design for casual and formal wear.
1 Piece,KSY-W1754,https://res.cloudinary.com/dzo11laml/image/upload/v1751975627/Black_Chiffon_Shirt_853_lmt3wq.png,Black Chiffon Tunic,13888,,Unstitched,Female,Yes,Black,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Timeless Black Chiffon Tunic style with modern embellishments.
3 Piece,KSY-U9264,https://res.cloudinary.com/dzo11laml/image/upload/v1751975876/Orange_Chiffon_3_piece_854_w8xjzy.png,Orange Chiffon Kurta,14168,,2 Piece Suits,Female,Yes,Orange,Chiffon,Yes,Yellow,Cotton,Yes,Orange,Cotton,Yes,White,Cotton,"Dupatta, Shirt, Trouser",,,"Chiffon, Cotton",,,,,"Lightweight and breathable Orange Chiffon Tunic fabric, ideal for summer."
Pair,KSY-U4795,https://res.cloudinary.com/dzo11laml/image/upload/v1751975836/FEmale_Pink_Pumps_855_uyal9r.png,Female Pink Pumps,6761,,Loafers,Female,,,,,,,,,,,,,Pumps,Pink,Leather,Leather,7,,,,"Elegant Pumps, perfect for special occasions."
1 Piece,KSY-U7224,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/856_vnfnl4.png,Pink Silk Shirt,16045,,Unstitched,Female,Yes,Pink,Silk,,,,,,,,,,Shirt,,,Silk,,,,,Timeless Pink Silk Kurta style with modern embellishments.
3 Piece,KSY-U9962,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/857_t3aglm.png,Blue Viscose Shirt,19560,16000.0,3 Piece suits,Female,Yes,Blue,Viscose,Yes,Blue,Viscose,Yes,Blue,Viscose,,,,"Dupatta, Shirt, Trouser",,,Viscose,,,,,Luxurious Blue Viscose Tunic material for a sophisticated look.
1 Piece,KSY-W3928,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/858_l3mh6b.png,Purple Cotton Kurta,9091,6700.0,Unstitched,Female,Yes,Purple,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"Lightweight and breathable Purple Cotton Tunic fabric, ideal for summer."
2 Piece,KSY-U7542,https://res.cloudinary.com/dzo11laml/image/upload/v1751975867/Maroon_organza_859_a0jbws.png,Maroon Organza Tunic,6200,5100.0,Lawn Suits,Female,Yes,Maroon,Organza,Yes,Maroon,Khaddar,,,,,,,"Shirt, Trouser",,,"Khaddar, Organza",,,,,"Lightweight and breathable Maroon Organza Kurta fabric, ideal for summer."
1 Piece,KSY-M7595,https://res.cloudinary.com/dzo11laml/image/upload/v1751975916/Purple_Viscose_860_xvafrt.png,Purple Viscose Shirt,19706,,Lawn Suits,Female,Yes,Purple,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,Timeless Purple Viscose Kurta style with modern embellishments.
Single,KSY-M7652,https://res.cloudinary.com/dzo11laml/image/upload/v1751975829/Female_blue_tote_bag_861_xjac0y.png,Female Blue Tote Bag,18876,14000.0,Bags,Female,,,,,,,,,,,,,Tote Bag,Blue,Nylon,Leather,,Medium,,,Versatile Tote Bag with multiple compartments.
2 Piece,KSY-M9418,https://res.cloudinary.com/dzo11laml/image/upload/v1751975609/2_piece_turquoise_organza_862_fc1uzy.png,Turquoise Organza Kurta,4891,,2 Piece Suits,Female,Yes,Turquoise,Organza,Yes,Turquoise,Lawn,,,,,,,"Shirt, Trouser",,,"Lawn, Organza",,,,,Luxurious Turquoise Organza Kurta material for a sophisticated look.
1 Piece,KSY-U5789,https://res.cloudinary.com/dzo11laml/image/upload/v1751975903/Pink_silk_shirt_863_th99rv.png,Pink Silk Tunic,10788,,Unstitched,Female,Yes,Pink,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"A vibrant Pink Silk Kurta with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-U1173,https://res.cloudinary.com/dzo11laml/image/upload/v1751975822/Cream_Organza_864_s2azd2.png,Cream Organza Kurta,7050,,3 Piece Suits,Female,Yes,Cream,Organza,,,,,,,,,,Shirt,,,Organza,,,,,Luxurious Cream Organza Tunic material for a sophisticated look.
2 Piece,KSY-W7286,https://res.cloudinary.com/dzo11laml/image/upload/v1751975931/Sky_blue_blend_pants_865_rmpp3d.png,Sky Blue Blended Pants,10179,,Men's Trousers,Male,,,,Yes,Sky Blue,Blended,,,,,,,Trouser,,,Blended,,,,,Tailored Sky Blue Blended Pants with a modern fit.
2 Piece,KSY-W9430,https://res.cloudinary.com/dzo11laml/image/upload/v1751975606/2_piece_Black_Lawn_866_wvrfzm.png,Black Lawn Tunic,5515,,Shirts,Female,Yes,Black,Lawn,Yes,Black,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,Timeless Black Lawn Tunic style with modern embellishments.
1 Piece,KSY-W5395,https://res.cloudinary.com/dzo11laml/image/upload/v1751975880/Orange_khaddar_867_p5pnds.png,Orange Khaddar Kurta,4574,,Ready To Wear,Female,Yes,Orange,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Luxurious Orange Khaddar Shirt material for a sophisticated look.
1 Piece,KSY-W9095,https://res.cloudinary.com/dzo11laml/image/upload/v1751975686/Black_Silk_Kurta_868_nam0t0.png,Black Silk Kurta,11944,8400.0,Unstitched,Female,Yes,Black,Silk,,,,,,,,,,Shirt,,,Silk,,,,,Luxurious Black Silk Tunic material for a sophisticated look.
1 Piece,KSY-W8388,https://res.cloudinary.com/dzo11laml/image/upload/v1751975873/Navy_Blue_Wash_Wear_Pants_ddtgxn.png,Navy Blue Wash & Wear Pants,13932,,Men's Trousers,Male,,,,Yes,Navy,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,"Comfortable Navy Wash & Wear Pants, ideal for everyday wear."
1 Piece,KSY-M6244,https://res.cloudinary.com/dzo11laml/image/upload/v1751975894/Pink_cotton_Shirt_870_gm5ng0.png,Pink Cotton Tunic,13393,9000.0,Unstitched,Female,Yes,Pink,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Elegant Pink Cotton Tunic design for casual and formal wear.
1 Piece,KSY-M5964,https://res.cloudinary.com/dzo11laml/image/upload/v1751975914/Purple_Organza_871_omqbmb.png,Purple Organza Kurta,16197,13100.0,Ready To Wear,Female,Yes,Purple,Organza,,,,,,,,,,Shirt,,,Organza,,,,,"Lightweight and breathable Purple Organza Shirt fabric, ideal for summer."
Single,KSY-W4471,https://res.cloudinary.com/dzo11laml/image/upload/v1751975923/Red_shoulder_bag_872_op7p94.png,Red Shoulder Bag,19204,,Handbags,Unisex,,,,,,,,,,,,,Shoulder Bag,Red,Canvas,Leather,,Small,,,An elegant Shoulder Bag for evening events.
3 Piece,KSY-U1018,https://res.cloudinary.com/dzo11laml/image/upload/v1751975982/yellow_organza_3_piece_873_vxxomi.png,Yellow Organza Shirt,7055,,2 Piece Suits,Female,Yes,Yellow,Organza,Yes,White,Organza,Yes,White,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Organza",,,,,"A vibrant Yellow Organza Tunic with intricate embroidery, perfect for festive occasions."
3 Piece,KSY-M4259,https://res.cloudinary.com/dzo11laml/image/upload/v1751975919/Red_cotton_shirt_874_g4z1gh.png,Red Check Cotton Shirt,19010,16000.0,Unstitched,Female,Yes,Red,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Timeless Red Cotton Tunic style with modern embellishments.
1 Piece,KSY-W7743,https://res.cloudinary.com/dzo11laml/image/upload/v1751975939/Turquoise_chiffon_875_t3qzlf.png,Turquoise Chiffon Kurta,14811,,Ready To Wear,Female,Yes,Turquoise,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Timeless Turquoise Chiffon Kurta style with modern embellishments.
Pair,KSY-M8734,https://res.cloudinary.com/dzo11laml/image/upload/v1751975935/stout_brown_876_u0dxp2.png,Unisex Stout Brown Boots,19958,14000.0,Boots,Unisex,,,,,,,,,,,,,Boots,Brown,Canvas,Rubber,8,,,,Comfortable and stylish Boots for all-day wear.
3 Piece,KSY-U8541,https://res.cloudinary.com/dzo11laml/image/upload/v1751975823/Cream_Viscose_3_piece_877_oo71bt.png,Cream Viscose Kurta,9590,,Ready To Wear,Female,Yes,Cream,Viscose,Yes,Cream,Viscose,Yes,Cream,Viscose,,,,"Dupatta, Shirt, Trouser",,,Viscose,,,,,Timeless Cream Viscose Shirt style with modern embellishments.
Single,KSY-W1084,https://res.cloudinary.com/dzo11laml/image/upload/v1751975923/Red_Shoulder_Bag_878_t2jwsv.png,Red Shoulder Bag,7402,,Bags,Unisex,,,,,,,,,,,,,Shoulder Bag,Red,Leather,Nylon,,Large,,,An elegant Shoulder Bag for evening events.
2 Piece,KSY-U9469,https://res.cloudinary.com/dzo11laml/image/upload/v1751975911/purple_khaddar_879_jg3uwe.png,Purple Khaddar Tunic,12403,8200.0,Ready To Wear,Female,Yes,Purple,Khaddar,Yes,Yellow,Organza,,,,,,,"Shirt, Trouser",,,"Khaddar, Organza",,,,,Elegant Purple Khaddar Kurta design for casual and formal wear.
